3 36258 65284 49630
4 60939 218 5806 23172
4 87971 99001 13072 11540
4 5844 53167 2616 38154
4 73257 80357 72855 10440
4 36470 85892 48224 95262
4 10777 93726 45783 98457
4 51368 69002 33973 35218
4 21594 95411 45320 27992
4 26464 18420 23962 52287
3 34062 7621 5846
4 4354 15946 79844 94339
4 39898 53209 53753 10900
3 44934 76234 7319
4 34090 94932 92641 36397
4 19518 47450 84384 28799
4 27949 2040 37215 20092
4 9010 78491 46817 69116
4 58584 22546 20148 57124
4 43937 37485 87473 87864
4 74063 88051 87836 39781
4 9425 11251 17592 69069
4 97283 47461 10387 76230
4 58517 9625 63999 86956
4 37610 27115 38069 4960
4 38037 68277 59385 68387
4 6329 57314 67395 71995
4 76545 2991 70951 79048
4 3693 58515 81266 34498
4 98410 94697 64525 80598
4 18066 56626 6706 65706
4 19454 77853 86761 60878
4 54908 92721 42007 97460
4 95177 15014 17939 15232
4 44825 11296 87280 75667
4 8962 98352 77406 25189
4 73135 53988 8592 37925
4 88912 25648 14851 95809
4 10349 76634 45852 26916
4 89297 25570 1941 34719
4 27925 50809 60896 51413
4 79355 8246 18339 58880
4 75425 67173 2535 74272
4 25475 67136 89380 68422
4 83085 3666 54518 38772
4 90029 34518 1665 54551
4 37922 70707 14175 28818
4 47293 236 23716 70759
4 87087 17567 31551 13608
4 7773 27701 48929 96995
4 31629 70863 8097 21618
4 21149 98397 18439 84878
4 7726 79966 25729 58245
4 94453 90572 52394 27693
4 81800 28007 5792 88172
4 63848 24719 20374 65708
4 77966 29090 89945 45637
4 32558 50196 85757 94223
4 48242 9097 76649 5805
4 1015 54400 19610 86859
4 71496 46107 30044 75629
4 12836 72268 89457 99093
4 94967 90596 49895 2999
4 50071 6233 7239 86810
4 83872 56691 69691 91763
4 63379 16372 45784 84519
4 22291 37254 41248 20677
4 2810 83412 73809 25735
4 85035 50013 78495 1984
4 69766 26382 78020 99397
4 29473 42090 65521 55517
4 97468 73515 18295 75542
4 89540 21563 42353 9342
4 93409 71586 4077 15167
4 63747 11584 42620 74744
4 345 17609 33561 67467
4 14860 6359 33418 12984
4 45260 67150 59890 79525
4 12817 25054 32196 15677
4 40591 6605 34046 4963
4 40824 64921 33576 15767
4 96402 3535 31798 96673
4 61347 8486 11166 40866
4 35922 29321 20282 78166
4 84064 58655 63382 57060
4 7558 95963 15833 87695
4 36220 33533 67280 34698
4 67811 465 2228 74170
4 87377 87484 48925 69421
4 8537 99949 93996 10423
4 84272 8730 2711 99302
4 58676 71333 50657 49766
4 71077 2009 24514 61967
4 63881 20603 39306 48671
4 42373 56162 21186 18688
4 51178 585 39937 5104
4 88988 26668 68179 30274
4 98195 68848 78859 73617
4 32254 98786 97094 59225
4 84965 10863 65565 52576
4 97004 71866 82392 99949
4 57964 29015 84262 61232
4 77108 76311 97796 28636
4 86605 48516 45826 44734
4 61833 44803 76973 58646
4 52909 77099 88641 1039
4 25808 32130 37815 20146
4 15734 63442 44772 70049
4 64636 40602 55629 34614
4 28771 4586 72674 42402
4 559 23827 98611 21264
4 49335 910 78650 59293
4 72148 52329 59115 96807
4 35348 68200 17101 31124
4 96669 68759 54572 31082
4 63556 67986 69687 32996
4 62098 39740 95380 80384
4 98164 48372 75053 62314
4 66489 3662 31932 7341
4 81559 41114 35860 7394
4 98100 58295 30330 36743
4 12387 17887 80724 75596
4 33677 69359 98806 85977
4 11376 78003 59739 67486
4 5339 55843 35332 48406
4 92408 86800 44923 31628
4 27335 66284 25813 90399
4 78737 41777 50540 33719
4 84359 12478 3506 75842
4 43210 31510 84251 61173
4 52629 93507 99161 14200
4 87209 62729 35558 59435
4 43789 30195 74450 37037
3 78946 12451 57188
4 95014 20885 65735 86169
4 33383 61788 87354 59986
4 28406 55002 3895 93576
4 10698 31733 26290 61360
4 65636 31931 76327 47626
4 55382 55009 4419 20399
4 30232 93866 70396 92300
4 17867 10707 90647 87137
4 29740 39289 98840 42385
4 43640 15370 6759 48256
4 76148 14372 31661 76294
4 85363 75499 13330 90931
4 69090 6986 55330 59585
4 48507 56725 8271 63013
4 28944 84042 60230 34671
4 14453 52704 8329 99914
4 36891 62869 1342 11657
4 30372 62951 95787 80699
4 6960 5282 12089 33426
4 17470 38902 25756 43191
4 7474 22272 11648 76763
4 51243 47847 89732 46494
4 17903 50607 35983 84783
4 24974 17902 73277 17068
4 69804 8180 36822 60084
4 54738 8415 48165 96901
4 82553 22082 96932 92207
4 27279 96816 71420 90168
4 9823 10758 56606 41032
4 96018 32765 55406 80966
4 61303 95715 38296 91390
4 97530 24906 37392 96954
4 79971 6638 65904 24883
4 47911 3322 97462 67439
4 48932 59688 21241 83694
4 84487 27317 49806 73683
4 92741 65792 55687 869
4 71963 16889 84815 37755
4 9528 42360 17103 27924
4 4330 39877 5537 4316
4 67504 95348 33203 32423
4 81145 42680 2756 67771
4 76271 41787 7983 36934
4 21462 56840 10030 81535
4 21835 41104 34067 26409
4 17556 33809 36639 77168
4 10829 88434 3866 55602
4 67018 52670 87605 68645
4 12769 90793 83517 43324
4 63140 23382 43343 26223
4 8766 91049 24304 68819
4 80358 4405 73325 10822
4 1772 85801 61782 43981
4 163 88987 60552 70415
4 79311 4042 18074 7188
4 69392 94864 90121 64120
4 62086 97418 41261 40520
4 820 46128 602 99549
4 76560 32651 11737 79772
4 72687 80961 61886 17779
4 72225 69230 11763 6294
4 38249 54754 53960 20588
4 47865 24358 88824 39797
4 66237 42958 94646 45619
4 89626 38940 47926 35316
4 66931 8446 65848 5952
4 46919 73070 76827 74726
4 78305 15878 94417 67912
4 23788 20247 98155 78344
4 3911 42182 48756 99467
4 70496 83448 82483 64724
4 95194 62631 89419 80588
4 40639 19064 37447 88070
4 69303 54653 52578 4875
4 82918 72398 53328 62860
4 44639 45042 64639 39620
4 68711 58191 50440 85305
3 91924 60396 86644
4 81864 9997 88257 81576
4 70961 73224 84453 10464
4 15783 83391 96385 76821
4 35890 91816 77268 28309
4 46914 250 70829 92457
4 63036 10686 97567 4777
4 39753 39342 53063 54104
4 44444 1256 38435 21476
4 68066 26493 29270 45130
4 77614 36528 3476 10025
4 84865 92923 93269 46452
4 27737 12608 83623 23401
4 43736 49018 40561 96443
4 73297 46623 19521 21790
4 32196 36512 61527 26157
4 26293 18441 89386 6975
4 19746 2767 54827 71621
4 46299 18893 48469 68758
4 77857 62157 22405 97328
4 24949 45482 87506 58210
4 76472 18387 52906 61988
4 22760 64716 68045 56188
4 45187 64895 93774 20167
4 83874 91357 14816 40485
4 30826 80105 84019 59989
4 26923 2031 41586 78704
4 27892 49385 83795 58734
4 54249 40844 1954 96279
4 79231 43738 78555 75095
4 35213 63054 33476 96410
4 36906 92147 95854 30964
3 30376 26455 13250
4 56850 51630 708 55707
4 12002 87431 80280 25470
4 79748 88774 80298 52552
4 52059 69184 63347 36476
4 83805 63811 96641 68616
4 33640 77249 92807 28882
4 31204 3420 83933 69861
4 31441 96427 28498 56995
4 35733 2692 79491 91591
4 35256 54496 16541 86229
4 11480 18851 41867 43243
4 54597 68579 91432 6859
4 20551 6270 47153 97341
3 46408 86142 77429
4 11904 34943 11018 6143
4 9507 19059 58232 87541
4 95678 66160 4753 95547
4 71695 48704 39718 7323
4 69871 42118 5625 44370
4 26292 79000 23768 45064
4 40224 45107 83296 94443
4 76724 13232 91390 70039
4 63114 77981 16038 87411
3 71851 54044 84959
4 95725 72202 75956 74977
4 71374 20470 48634 6729
4 38234 76091 67057 26107
4 79428 6576 20942 97349
4 25579 46575 36328 57190
4 52079 3008 89581 57226
4 67082 40014 36592 602
4 60953 68525 39739 62177
4 89966 25625 61624 68137
4 84269 19052 88217 7607
4 75553 48356 322 96581
4 77005 91802 49110 59107
4 42128 59343 22296 57122
4 99781 46998 59640 11118
3 76685 16801 6256
4 20518 76345 9031 75420
4 25150 11007 29175 21666
4 6745 92479 48924 49537
4 39336 98564 69261 97500
4 44936 14528 39609 49071
4 70040 97397 94196 74009
4 73772 56309 64914 73187
4 33125 857 65851 90042
4 74037 84196 47749 45376
4 72246 58384 82085 71584
4 88903 21574 10233 83282
4 76658 55486 19285 97474
4 26219 37124 85254 51425
4 61959 32462 33896 39903
4 54952 21509 76983 44468
4 77290 97319 34657 48327
4 7921 1251 21931 58119
4 48592 54202 96104 90425
4 30872 53448 46473 76423
4 24955 76609 63752 63254
4 30551 30291 46442 13781
4 52763 42416 45329 17014
4 40850 24109 99982 10313
4 67351 19641 23787 79430
4 63853 16932 26002 25083
4 28412 17295 61691 29460
4 50336 37754 18365 93801
4 7012 59051 48535 2275
4 50403 87167 25892 70377
4 48436 51524 88385 34263
4 96665 80722 43786 58982
4 8921 28735 64539 71989
4 15192 66288 46959 82555
4 67166 77367 10333 97840
4 85186 40850 88323 80743
4 25342 140 52012 64589
4 37991 47768 97952 34543
4 30217 17776 33936 38726
4 42725 29402 29658 59482
4 38103 60418 71359 21772
4 18762 64644 22288 54040
4 69094 51516 94096 84989
4 55530 93235 24824 67547
4 24019 4129 59360 67845
4 43792 92062 73647 1980
4 50113 28743 56919 17934
4 40993 56462 65596 90348
4 79651 17366 3688 29276
4 3537 5398 86928 59773
4 225 32063 52768 80409
4 72035 3415 42895 84932
4 43859 67948 93450 94909
4 52540 27272 27819 70858
4 91113 99445 31645 12319
4 12220 90775 82789 30688
4 85757 42084 66408 7406
4 37758 69446 97319 83695
4 88866 71848 33373 21185
4 70376 92950 62722 28669
4 37798 58135 8406 53964
4 71341 39202 84184 39848
4 87707 95890 84689 53906
4 43092 55411 23995 75313
4 50474 52369 35573 33715
4 5707 47741 84272 69515
4 89739 10415 55037 40601
4 23862 26266 44308 63506
4 16109 5891 48779 84096
4 6478 72396 48401 1042
4 74668 85812 50607 71106
4 92885 54372 33769 23374
4 14071 49448 33365 74831
3 20997 59502 88775
3 5876 7927 93414
4 45095 41606 11953 75808
4 56773 21373 13782 48582
4 62413 17159 78163 8134
4 18886 45272 28949 22845
4 88521 53314 10606 26008
4 95202 50175 75458 57783
4 4400 20041 67532 26056
4 61270 61694 92370 85177
4 73700 90021 13065 68888
4 52143 5388 11567 52200
4 77446 64646 26657 22072
4 47154 85346 89182 78128
4 61804 2182 65756 51604
4 7671 5382 16655 77701
4 26566 85344 96178 72405
4 44237 94601 10142 18894
4 54765 18472 504 81322
4 95342 9699 88428 89728
4 32619 92962 84261 802
4 25376 80367 95517 66344
4 36689 29416 86647 64079
4 71729 39498 72697 41704
4 40742 66096 26334 94560
4 18670 31550 41115 40184
4 99844 58310 16310 29023
4 59938 50880 11975 80873
4 95670 95769 55249 63146
4 12427 13956 52720 22676
4 21370 35685 44520 56699
4 29670 63211 6347 22213
4 66241 55921 84059 48319
4 89699 74347 81170 30165
4 42407 13457 28490 2716
4 76792 9792 4989 20206
4 53048 5505 53151 54860
4 86214 76986 94334 39030
4 49226 64517 73710 44179
4 28324 78968 37379 63302
4 14466 78840 95334 82586
4 56607 65058 54700 40793
4 41582 18704 59099 62919
4 45499 63867 14815 26197
4 39688 22174 88020 88292
4 73325 7870 32697 11379
4 12791 67653 13628 44784
4 70308 29607 80202 47548
4 81351 83321 27310 93151
4 23818 98089 44429 22352
4 640 5459 30087 5312
4 61440 91200 71660 43945
4 26654 86289 57265 63185
4 80625 11075 35934 44093
3 70007 43286 70976
4 16925 95392 39865 2054
4 26222 65933 56424 62323
4 72433 57137 9005 89876
4 92218 99237 51709 49310
4 73582 92939 41086 48935
4 18642 21254 45064 59426
4 54496 14980 22973 62206
4 96987 37079 15832 97844
4 73883 98784 92228 57792
4 14788 25609 85968 79108
4 95700 8820 64145 32894
4 79430 37445 72741 13340
4 62378 6930 52282 2786
4 58045 79517 60866 45461
4 69926 81886 91484 18698
4 28447 10516 74269 79377
4 42759 89828 1217 50960
4 10035 12219 79632 41627
4 84799 34689 38393 61473
4 11173 95233 54952 86485
4 9343 16782 35231 13335
4 84778 43455 5698 14474
4 50157 40918 8476 81037
4 97657 78047 21555 51661
4 96737 46555 78065 98559
3 80293 98749 77160
4 56225 83961 70243 22672
4 28832 5578 71618 78214
4 89749 46576 61030 36179
4 94101 2103 45104 7558
4 90253 9815 7597 2864
4 28610 7339 17585 16253
4 60986 36776 5435 51710
4 83830 70703 28966 68764
4 68930 10134 99365 2230
3 70526 92358 55886
4 54527 18963 43050 79427
4 39272 9944 20929 47878
4 37239 2915 88575 77284
4 65829 86070 15487 98791
4 67455 15517 43546 52060
4 85781 32020 49077 22756
4 47344 40072 28226 14126
4 29699 19636 37424 66682
4 53750 63713 74863 61290
4 55884 56036 37623 35758
4 41734 32473 96218 53316
4 76959 88841 53134 59067
4 20321 75108 56400 56982
4 97085 63865 55092 42839
4 79012 6330 37935 32344
4 62549 18295 81475 28863
4 28651 38406 44481 97535
4 10063 20120 50822 54352
3 55461 42244 84267
4 58127 68268 66631 20676
3 98023 83763 94678
4 20458 99998 61450 80566
4 57187 72052 7206 68208
4 67612 73229 14577 47809
4 94325 58820 78194 31751
4 75418 87756 47501 50872
4 27446 59399 32321 41118
4 65668 6619 14710 57880
4 3999 19851 49315 25268
4 36763 32915 28162 85819
4 4067 81602 52403 57717
4 90691 68996 10562 38401
4 39755 9494 4480 98723
4 48522 83983 65418 67903
4 60031 47031 50274 11553
4 48484 13538 21218 89758
4 71438 18996 5158 35548
4 73252 77205 10674 95176
4 32761 32756 18778 48781
4 8516 5148 94875 46967
4 92467 27021 57591 14195
4 13627 66752 97331 26636
4 83397 74026 50392 22012
4 39511 10986 94212 79945
4 76497 12220 45911 67301
4 89296 50444 4246 31334
4 72520 16062 41033 60141
4 79312 2857 16587 60117
4 82700 94267 96912 65784
4 76576 81961 79071 40081
4 27387 8539 83979 51075
4 22194 54074 38708 54434
4 63916 7507 43122 9971
4 48675 98817 98249 75460
4 13117 36897 71354 94466
4 85658 38031 1606 52379
4 31376 90730 59545 86536
4 71226 95329 61845 86215
4 51529 6159 77887 89950
4 29105 40710 8921 62913
4 82784 48120 54535 99432
4 87621 17451 57669 76650
4 95760 83335 23189 84982
4 98795 96264 77428 41197
4 91865 38379 45409 64833
4 83769 47517 52809 20116
4 28187 7815 57801 87355
4 10127 76817 96080 27222
4 44838 4267 55047 3408
4 59166 99116 54445 27099
4 32222 65076 49443 87765
4 85276 42513 26092 23190
4 47410 51472 92718 78099
4 80964 4989 78976 59803
4 65023 30546 2758 34209
4 88129 91597 10364 12946
4 79208 33512 55084 94542
4 62670 25996 23431 47333
4 22557 76921 94439 48901
3 99965 75601 53288
4 31960 89366 74868 99317
4 80076 24003 36491 59499
4 57663 67143 91976 61227
4 80919 23567 36364 37674
4 2791 93156 73461 96027
4 99663 27644 30652 73538
4 32301 10844 33837 3535
4 82342 75710 23931 33750
4 45061 44772 75717 95255
4 49602 88408 80796 31919
4 93816 41189 19712 16104
4 45249 15431 45782 67730
4 92893 4389 34714 36922
4 1175 65829 62558 86537
4 84596 81593 32858 48715
4 27475 73001 50889 22191
4 67565 93095 90245 94469
4 5287 84323 24471 86675
4 38505 85707 55705 5637
4 45342 89523 33106 77199
4 54821 30142 95624 72766
4 71759 80152 80879 66072
4 33945 30253 9928 55840
4 18207 67788 67347 17817
4 86334 81162 20708 83205
4 53410 18758 62188 52825
4 16893 19987 26619 80983
4 6051 22979 65399 99336
4 87814 30900 91636 19406
4 9004 87785 61184 64881
4 46392 25358 51408 6709
4 40931 34767 6297 84896
4 55897 14410 6968 59260
4 33971 92487 33013 53887
4 40286 17423 45202 37535
4 28042 60758 52235 88437
4 91515 11748 77248 86289
4 29136 61743 67346 70158
4 45782 839 43451 64001
4 76988 41650 97622 60121
4 72236 26918 27125 33079
4 31524 66408 75179 4259
4 2610 7111 34248 34822
4 97221 82801 50460 46822
3 75340 3575 73344
4 51534 39272 2144 26835
4 69718 28173 82311 25173
4 47891 63491 30420 36216
4 48379 16841 33737 93713
4 24508 897 10428 39039
4 27785 98380 25980 77481
4 24096 39446 9810 62831
4 95108 70159 81848 26513
4 83158 30921 42080 72358
4 76930 48800 99329 20744
4 24560 87791 78879 3490
4 75640 28985 1675 19930
4 21756 82481 53079 91065
4 80117 87941 92304 75617
4 33181 16380 75030 67869
4 80707 98318 63387 7095
4 60327 74689 47827 50594
4 52126 54684 59798 83760
4 31848 83510 74918 8647
4 87022 1492 59972 15873
4 91350 77712 79981 77984
4 62205 34116 60392 31963
4 31825 73086 55233 17787
4 31993 62272 95737 7296
4 88913 93723 64587 9850
3 7276 25181 30189
4 96878 36513 90639 25056
3 88955 25509 32912
4 88914 8407 35884 8012
4 20033 80600 46411 83682
4 47301 10034 68639 7243
4 31966 42231 59610 56425
4 30008 79879 58351 62619
4 28112 77454 11818 97879
4 34195 37601 17477 12709
4 81922 2449 42636 67949
4 30366 45576 86345 70026
4 41046 92650 662 29538
4 26717 4548 22577 2622
4 26650 29591 61906 16586
3 40646 75206 86152
4 5823 65442 77560 16510
4 36916 62228 88453 81739
4 75719 84020 6642 32202
4 98654 64871 22846 64484
4 60683 47410 63157 10779
4 23210 81154 26497 22324
4 65819 74045 55196 43282
4 50376 11456 68711 18055
4 90818 75807 62523 85098
4 86094 13770 43782 38357
4 34941 93340 45642 21729
4 84730 33178 60714 40253
4 82697 20963 86577 65502
4 56953 53399 5788 19707
3 13478 95632 74998
4 9835 68973 92230 14743
4 77721 83830 22593 58685
4 34730 3839 70699 14931
4 13050 16713 7388 5588
4 96179 80121 98832 92504
4 7175 98799 51153 3380
4 91439 7745 58488 8814
4 2192 87408 48947 47709
4 98950 12531 34930 62442
4 5048 43626 45888 2843
4 15027 11432 81784 78112
4 80236 97178 40221 34748
4 8202 77890 18992 6698
4 17057 16747 20325 74695
4 17978 784 1677 51047
4 36682 92869 42560 42978
4 29964 77671 99050 343
4 80825 5571 82372 87671
4 83537 12538 33178 82792
4 22108 34883 61076 46488
4 91420 24791 61654 21346
4 72792 19413 74621 1326
4 56913 24206 55625 371
4 14039 60632 54640 50310
4 56445 64088 81957 75782
4 78999 387 43169 4737
3 49085 43866 91000
4 25099 31512 16112 62256
4 39510 41444 26452 57089
4 71592 47835 34947 88415
4 96039 90748 21401 64762
4 43881 47892 38275 44831
4 22316 29271 40582 97009
4 46612 95883 39858 2629
4 35135 37847 55301 52362
4 35061 76778 99280 47798
3 13032 92390 74048
4 23896 91785 21827 21101
4 4674 8175 16499 50443
4 55685 49304 85916 1647
4 80299 33201 39099 94872
4 39532 53212 75056 39093
4 58594 47263 18600 77927
4 17004 47265 90375 70448
4 9800 98016 42286 12563
4 26197 34225 44270 93807
4 56453 53919 3708 37091
4 17755 53090 69696 45652
4 2955 7037 85910 31269
4 3913 12882 99323 77908
3 16569 11873 36306
4 85054 17541 46368 43530
4 27211 19208 29157 26780
4 6779 93474 93753 84812
4 81593 55051 69833 42053
4 76919 48154 98166 82875
4 11305 91723 19550 94438
4 85299 50768 49625 44328
4 97462 84685 70815 80221
4 86895 94219 30471 4717
4 92788 9895 72125 62396
4 29853 56667 26962 81323
4 98466 17215 97842 58733
4 92765 18971 9869 81283
4 52980 77812 85146 64189
4 92187 31206 76081 29176
3 91659 57106 17797
4 70504 50044 16878 96746
4 17973 90157 78386 41489
4 59077 5772 65273 26390
4 65432 51148 39081 78491
3 18823 24400 18701
4 88705 91133 93250 60135
4 21712 12534 15140 11144
4 81498 18664 37145 65198
4 12408 83459 6451 72843
4 77635 66143 98573 77856
4 47847 72696 66966 34919
2 83218 16189
4 72800 39580 87443 44303
3 40337 97385 58405
4 78698 39986 43977 62947
4 58804 9783 4916 67019
4 72172 72588 98744 95825
4 70244 1227 68371 54887
4 15213 2289 76639 6838
4 90722 10470 72779 22930
4 34019 72765 42511 67581
4 93231 43295 33116 98517
4 87546 29913 26970 87751
4 44336 63248 73284 47385
4 24314 42228 82469 57620
4 11054 79970 15433 52562
4 84317 56586 10591 78348
4 4318 58318 72700 76523
4 51584 5582 69782 77256
4 36546 43199 30966 71428
4 7467 23844 74530 79941
4 50811 82923 1306 14640
4 18119 94579 73513 56232
4 90981 89815 49528 43461
4 63139 86698 88997 31300
4 66942 65516 41029 22602
4 53330 35762 42252 98573
4 32150 33805 84953 86284
4 18578 74723 65157 30133
4 16008 28618 26393 7861
4 57504 36961 24140 73839
4 13364 53771 50550 85508
4 79860 87043 60656 65835
4 69355 6775 24774 64822
4 23906 4911 9159 6509
4 33076 67632 72209 4952
4 4327 16005 71992 53622
4 32921 52839 13798 39277
4 68492 16618 92032 1119
4 11090 45378 34388 3109
4 51570 45305 28842 18752
4 62143 67787 19228 11339
4 45128 42022 13874 41391
4 54954 49596 49752 36438
4 70480 19620 50817 71779
4 32399 15741 79236 41816
4 44280 5487 95080 61775
4 29451 25621 93566 58947
4 22478 82621 60890 27729
4 25697 26149 66129 66391
4 41467 12627 33198 94697
4 81682 99713 33233 86513
4 5542 29694 67791 72643
4 46728 75857 24070 88349
3 60249 43467 9491
4 12267 26652 97469 80060
4 73086 27414 75491 78023
4 33601 68316 98939 71520
4 61600 13724 80979 30068
4 51130 60324 13923 28518
4 32263 42092 84472 41059
4 1541 34356 8192 55891
4 56065 49071 34622 73226
4 93398 53578 53797 30952
4 94057 21101 91995 67251
